"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","583","Get all sent messages by user","rieaya Suite","Sun Aug 24 10:24:03 EEST 2025","passed","Sun Aug 24 10:24:03 EEST 2025","MessageTests","test","MessageTests","testGetAllSentMessages"
"","867","testUpdateRequest","rieaya Suite","Sun Aug 24 10:23:03 EEST 2025","passed","Sun Aug 24 10:23:04 EEST 2025","DiscountAddingRequests","test","DiscountAddingRequests","testUpdateRequest"
"","313","testUpdateOrderStatus","rieaya Suite","Sun Aug 24 10:24:10 EEST 2025","passed","Sun Aug 24 10:24:10 EEST 2025","NewOrderService","test","NewOrderService","testUpdateOrderStatus"
"","345","testDeletePermission","rieaya Suite","Sun Aug 24 10:24:20 EEST 2025","passed","Sun Aug 24 10:24:20 EEST 2025","Permisions","test","Permisions","testDeletePermission"
"","303","testUpdateInvoicePaymentStatus","rieaya Suite","Sun Aug 24 10:23:24 EEST 2025","passed","Sun Aug 24 10:23:24 EEST 2025","Invoices","test","Invoices","testUpdateInvoicePaymentStatus"
"","260","testGetSpecificRole","rieaya Suite","Sun Aug 24 10:24:24 EEST 2025","passed","Sun Aug 24 10:24:24 EEST 2025","Roles","test","Roles","testGetSpecificRole"
"","719","testCreateWorkingHoursCase","rieaya Suite","Sun Aug 24 10:24:30 EEST 2025","passed","Sun Aug 24 10:24:31 EEST 2025","WorkingHours","test","WorkingHours","testCreateWorkingHoursCase"
"","640","testDeleteSpecificBranchAddingRequest","rieaya Suite","Sun Aug 24 10:22:56 EEST 2025","passed","Sun Aug 24 10:22:56 EEST 2025","AddingTests","test","AddingTests","testDeleteSpecificBranchAddingRequest"
"","295","testGetAllOrderServicesWithRankId","rieaya Suite","Sun Aug 24 09:26:38 EEST 2025","passed","Sun Aug 24 09:26:39 EEST 2025","QueryTestOfOrders","test","QueryTestOfOrders","testGetAllOrderServicesWithRankId"
"","258","testRemoveSubPermissionFromModule","rieaya Suite","Sun Aug 24 10:23:00 EEST 2025","failed","Sun Aug 24 10:23:00 EEST 2025","AssignPermissions","test","AssignPermissions","testRemoveSubPermissionFromModule"
"","316","testGetPermissionByModule","rieaya Suite","Sun Aug 24 10:22:59 EEST 2025","passed","Sun Aug 24 10:22:59 EEST 2025","AssignPermissions","test","AssignPermissions","testGetPermissionByModule"
"","389","testGetDiscountsByDateRange","rieaya Suite","Sun Aug 24 10:23:07 EEST 2025","passed","Sun Aug 24 10:23:07 EEST 2025","DiscountOrAdditions","test","DiscountOrAdditions","testGetDiscountsByDateRange"
"","328","testDeleteTaxRate","rieaya Suite","Sun Aug 24 10:24:12 EEST 2025","passed","Sun Aug 24 10:24:12 EEST 2025","NewOrderService","test","NewOrderService","testDeleteTaxRate"
"","351","testGetAllOrderServicesWithAssignmentStatus","rieaya Suite","Sun Aug 24 10:24:42 EEST 2025","passed","Sun Aug 24 10:24:42 EEST 2025","QueryTestOfOrders","test","QueryTestOfOrders","testGetAllOrderServicesWithAssignmentStatus"
"","295","testGetOrderNotes","rieaya Suite","Sun Aug 24 10:24:14 EEST 2025","passed","Sun Aug 24 10:24:15 EEST 2025","NewOrderService","test","NewOrderService","testGetOrderNotes"
"","3196","testGetCurrentUser","Default Suite","Sun Aug 24 09:44:22 EEST 2025","passed","Sun Aug 24 09:44:25 EEST 2025","LaundryUser","reiayaa2","LaundryUser","testGetCurrentUser"
"","335","testAssignPermissionToAdminStaff","rieaya Suite","Sun Aug 24 10:22:57 EEST 2025","failed","Sun Aug 24 10:22:57 EEST 2025","AssignPermissions","test","AssignPermissions","testAssignPermissionToAdminStaff"
"","308","testDeleteCity","rieaya Suite","Sun Aug 24 10:23:28 EEST 2025","passed","Sun Aug 24 10:23:29 EEST 2025","LaundryCities","test","LaundryCities","testDeleteCity"
"","477","testGetDiscountsByOrderBy","rieaya Suite","Sun Aug 24 10:23:10 EEST 2025","passed","Sun Aug 24 10:23:11 EEST 2025","DiscountOrAdditions","test","DiscountOrAdditions","testGetDiscountsByOrderBy"
"","312","testRefuseBranchRequest","rieaya Suite","Sun Aug 24 10:22:56 EEST 2025","passed","Sun Aug 24 10:22:56 EEST 2025","AddingTests","test","AddingTests","testRefuseBranchRequest"
"","379","testGetAllRoles","rieaya Suite","Sun Aug 24 10:24:23 EEST 2025","passed","Sun Aug 24 10:24:24 EEST 2025","Roles","test","Roles","testGetAllRoles"
"","276","testGetSpecificCategory","rieaya Suite","Sun Aug 24 10:24:25 EEST 2025","passed","Sun Aug 24 10:24:25 EEST 2025","ServiceCategoryTests","test","ServiceCategoryTests","testGetSpecificCategory"
"","844","testGetAllOrderServicesWithOrderType","rieaya Suite","Sun Aug 24 10:24:34 EEST 2025","passed","Sun Aug 24 10:24:35 EEST 2025","QueryTestOfOrders","test","QueryTestOfOrders","testGetAllOrderServicesWithOrderType"
"","399","testDeleteCollectionPoint","rieaya Suite","Sun Aug 24 10:23:16 EEST 2025","passed","Sun Aug 24 10:23:16 EEST 2025","CollectionsPointTest","test","CollectionsPointTest","testDeleteCollectionPoint"
"","333","testGetPackageRequestById","rieaya Suite","Sun Aug 24 10:22:52 EEST 2025","passed","Sun Aug 24 10:22:52 EEST 2025","AddingPackageRequest","test","AddingPackageRequest","testGetPackageRequestById"
"","359","testGetAllEditingRequests1","rieaya Suite","Sun Aug 24 10:22:53 EEST 2025","passed","Sun Aug 24 10:22:53 EEST 2025","AddingTests","test","AddingTests","testGetAllEditingRequests1"
"","666","testCreateBranch","rieaya Suite","Sun Aug 24 10:23:00 EEST 2025","passed","Sun Aug 24 10:23:01 EEST 2025","NewBranch","test","NewBranch","testCreateBranch"
"","474","testApproveOrrejectRequest","rieaya Suite","Sun Aug 24 10:22:51 EEST 2025","passed","Sun Aug 24 10:22:51 EEST 2025","AddingPackageRequest","test","AddingPackageRequest","testApproveOrrejectRequest"
"","1116","testCreateAttachment","rieaya Suite","Sun Aug 24 10:23:19 EEST 2025","passed","Sun Aug 24 10:23:20 EEST 2025","GallaryAttachment","test","GallaryAttachment","testCreateAttachment"
"","401","testGetSpecificOrderService","rieaya Suite","Sun Aug 24 10:24:09 EEST 2025","failed","Sun Aug 24 10:24:10 EEST 2025","NewOrderService","test","NewOrderService","testGetSpecificOrderService"
"","357","testGetAllOrderServicesWithAssignmentStatus","rieaya Suite","Sun Aug 24 10:24:42 EEST 2025","passed","Sun Aug 24 10:24:43 EEST 2025","QueryTestOfOrders","test","QueryTestOfOrders","testGetAllOrderServicesWithAssignmentStatus"
"","378","testGetSpecificBranch","rieaya Suite","Sun Aug 24 10:22:55 EEST 2025","passed","Sun Aug 24 10:22:56 EEST 2025","AddingTests","test","AddingTests","testGetSpecificBranch"
"","643","testPrintMultipleInvoices","rieaya Suite","Sun Aug 24 10:23:26 EEST 2025","passed","Sun Aug 24 10:23:26 EEST 2025","Invoices","test","Invoices","testPrintMultipleInvoices"
"","288","testUpdateCity","rieaya Suite","Sun Aug 24 10:23:28 EEST 2025","passed","Sun Aug 24 10:23:28 EEST 2025","LaundryCities","test","LaundryCities","testUpdateCity"
"","347","testGetAllRules","rieaya Suite","Sun Aug 24 10:24:04 EEST 2025","passed","Sun Aug 24 10:24:04 EEST 2025","OrderRules","test","OrderRules","testGetAllRules"
"","378","testUpdateService","rieaya Suite","Sun Aug 24 10:24:28 EEST 2025","passed","Sun Aug 24 10:24:28 EEST 2025","TestService","test","TestService","testUpdateService"
"","354","testUpdateDiscount","rieaya Suite","Sun Aug 24 10:23:06 EEST 2025","passed","Sun Aug 24 10:23:06 EEST 2025","DiscountOrAdditions","test","DiscountOrAdditions","testUpdateDiscount"
"","4186","testAddingPackageRequests","rieaya Suite","Sun Aug 24 10:22:46 EEST 2025","passed","Sun Aug 24 10:22:50 EEST 2025","AddingPackageRequest","test","AddingPackageRequest","testAddingPackageRequests"
"","536","testUpdateEmployee","rieaya Suite","Sun Aug 24 10:23:17 EEST 2025","passed","Sun Aug 24 10:23:18 EEST 2025","EmployeeTests","test","EmployeeTests","testUpdateEmployee"
"","647","testGetAllOrderServicesWithDeliveryStatus","rieaya Suite","Sun Aug 24 10:24:37 EEST 2025","passed","Sun Aug 24 10:24:38 EEST 2025","QueryTestOfOrders","test","QueryTestOfOrders","testGetAllOrderServicesWithDeliveryStatus"
"","306","testDriverResponse","rieaya Suite","Sun Aug 24 10:24:15 EEST 2025","failed","Sun Aug 24 10:24:15 EEST 2025","NewOrderService","test","NewOrderService","testDriverResponse"
"","299","testUpdateTaxRate","rieaya Suite","Sun Aug 24 10:24:11 EEST 2025","passed","Sun Aug 24 10:24:12 EEST 2025","NewOrderService","test","NewOrderService","testUpdateTaxRate"
"","305","testAssignDriver","rieaya Suite","Sun Aug 24 10:24:15 EEST 2025","failed","Sun Aug 24 10:24:15 EEST 2025","NewOrderService","test","NewOrderService","testAssignDriver"
"","277","adding role","rieaya Suite","Sun Aug 24 10:24:23 EEST 2025","passed","Sun Aug 24 10:24:23 EEST 2025","Roles","test","Roles","testCreateRole"
"","308","testGetOrderTypes","rieaya Suite","Sun Aug 24 10:24:10 EEST 2025","passed","Sun Aug 24 10:24:11 EEST 2025","NewOrderService","test","NewOrderService","testGetOrderTypes"
"","334","testGetAllAttachments","rieaya Suite","Sun Aug 24 10:23:21 EEST 2025","passed","Sun Aug 24 10:23:22 EEST 2025","GallaryAttachment","test","GallaryAttachment","testGetAllAttachments"
"","255","testGetAllCategoriesWithQueryParameters","rieaya Suite","Sun Aug 24 10:24:25 EEST 2025","passed","Sun Aug 24 10:24:25 EEST 2025","ServiceCategoryTests","test","ServiceCategoryTests","testGetAllCategoriesWithQueryParameters"
"","417","testGetAllCollectionPoints","rieaya Suite","Sun Aug 24 10:23:15 EEST 2025","passed","Sun Aug 24 10:23:15 EEST 2025","CollectionsPointTest","test","CollectionsPointTest","testGetAllCollectionPoints"
"","743","testCreateOrderService","rieaya Suite","Sun Aug 24 10:24:07 EEST 2025","failed","Sun Aug 24 10:24:08 EEST 2025","NewOrderService","test","NewOrderService","testCreateOrderService"
"","286","testGetOrderStatistics","rieaya Suite","Sun Aug 24 10:24:12 EEST 2025","passed","Sun Aug 24 10:24:12 EEST 2025","NewOrderService","test","NewOrderService","testGetOrderStatistics"
"","364","testGetDeliveryStatus","rieaya Suite","Sun Aug 24 10:24:13 EEST 2025","passed","Sun Aug 24 10:24:14 EEST 2025","NewOrderService","test","NewOrderService","testGetDeliveryStatus"
"","300","testGetAllPrivileges","rieaya Suite","Sun Aug 24 10:24:21 EEST 2025","passed","Sun Aug 24 10:24:21 EEST 2025","Priviledge","test","Priviledge","testGetAllPrivileges"
"","1220","GetAllLaundry","rieaya Suite","Sun Aug 24 10:23:30 EEST 2025","passed","Sun Aug 24 10:23:31 EEST 2025","LaundryTests","test","LaundryTests","testGetAllLaundry"
"","366","testGetDiscountsByOrderBy2","rieaya Suite","Sun Aug 24 10:23:14 EEST 2025","passed","Sun Aug 24 10:23:14 EEST 2025","DiscountOrAdditions","test","DiscountOrAdditions","testGetDiscountsByOrderBy2"
"","345","testRefuseCollectionRequest","rieaya Suite","Sun Aug 24 10:22:54 EEST 2025","passed","Sun Aug 24 10:22:54 EEST 2025","AddingTests","test","AddingTests","testRefuseCollectionRequest"
